LAST SEEN   TYPE      REASON                   OBJECT                                   MESSAGE
11m         Warning   FailedScheduling         pod/load-simulator-57fc84dfdf-fv5td      0/5 nodes are available: 1 Too many pods, 4 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/5 nodes are available: 1 No preemption victims found for incoming pod, 4 Preemption is not helpful for scheduling.
5m47s       Warning   FailedScheduling         pod/grid-dashboard-66cb797c94-54qr6      0/2 nodes are available: 1 Insufficient cpu, 1 Too many pods, 1 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/2 nodes are available: 1 No preemption victims found for incoming pod, 1 Preemption is not helpful for scheduling.
5m42s       Warning   FailedScheduling         pod/grid-dashboard-66cb797c94-54qr6      0/4 nodes are available: 1 Insufficient cpu, 1 Too many pods, 3 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/4 nodes are available: 1 No preemption victims found for incoming pod, 3 Preemption is not helpful for scheduling.
5m29s       Normal    Scheduled                pod/grid-dashboard-66cb797c94-kkksl      Successfully assigned energy/grid-dashboard-66cb797c94-kkksl to <REDACTED_NODE>
5m34s       Warning   FailedScheduling         pod/grid-dashboard-66cb797c94-54qr6      0/4 nodes are available: 1 Too many pods, 2 Insufficient cpu, 2 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/4 nodes are available: 2 No preemption victims found for incoming pod, 2 Preemption is not helpful for scheduling.
5m30s       Warning   FailedScheduling         pod/grid-dashboard-66cb797c94-54qr6      0/5 nodes are available: 1 Too many pods, 2 Insufficient cpu, 3 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/5 nodes are available: 2 No preemption victims found for incoming pod, 3 Preemption is not helpful for scheduling.
5m29s       Normal    Scheduled                pod/grid-dashboard-66cb797c94-54qr6      Successfully assigned energy/grid-dashboard-66cb797c94-54qr6 to <REDACTED_NODE>
14m         Warning   FailedScheduling         pod/grid-dashboard-66cb797c94-54qr6      0/5 nodes are available: 1 Insufficient cpu, 1 Too many pods, 4 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/5 nodes are available: 1 No preemption victims found for incoming pod, 4 Preemption is not helpful for scheduling.
14m         Warning   FailedScheduling         pod/meter-service-5b8f45f67f-plx9h       0/5 nodes are available: 1 Insufficient cpu, 1 Too many pods, 4 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/5 nodes are available: 1 No preemption victims found for incoming pod, 4 Preemption is not helpful for scheduling.
14m         Warning   FailedScheduling         pod/meter-service-5b8f45f67f-r84s4       0/5 nodes are available: 1 Insufficient cpu, 1 Too many pods, 4 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/5 nodes are available: 1 No preemption victims found for incoming pod, 4 Preemption is not helpful for scheduling.
14m         Warning   FailedScheduling         pod/dispatch-service-5589cf949c-bv2h5    0/5 nodes are available: 1 Insufficient cpu, 1 Too many pods, 4 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/5 nodes are available: 1 No preemption victims found for incoming pod, 4 Preemption is not helpful for scheduling.
14m         Warning   FailedScheduling         pod/ops-console-558566cf95-nsqsc         0/5 nodes are available: 1 Insufficient cpu, 1 Too many pods, 4 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/5 nodes are available: 1 No preemption victims found for incoming pod, 4 Preemption is not helpful for scheduling.
14m         Warning   FailedScheduling         pod/asset-service-c744d6667-r58f9        0/5 nodes are available: 1 Insufficient cpu, 1 Too many pods, 4 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/5 nodes are available: 1 No preemption victims found for incoming pod, 4 Preemption is not helpful for scheduling.
13m         Warning   FailedScheduling         pod/asset-service-c744d6667-9qkj7        0/5 nodes are available: 1 Insufficient cpu, 1 Too many pods, 4 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/5 nodes are available: 1 No preemption victims found for incoming pod, 4 Preemption is not helpful for scheduling.
13m         Warning   FailedScheduling         pod/mongodb-d948b8585-8hh27              0/5 nodes are available: 1 Insufficient cpu, 1 Too many pods, 4 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/5 nodes are available: 1 No preemption victims found for incoming pod, 4 Preemption is not helpful for scheduling.
13m         Warning   FailedScheduling         pod/rabbitmq-79d58d7457-jfjnj            0/5 nodes are available: 1 Insufficient cpu, 1 Too many pods, 4 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/5 nodes are available: 1 No preemption victims found for incoming pod, 4 Preemption is not helpful for scheduling.
13m         Warning   FailedScheduling         pod/dispatch-service-5589cf949c-ttm4k    0/5 nodes are available: 1 Insufficient cpu, 1 Too many pods, 4 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/5 nodes are available: 1 No preemption victims found for incoming pod, 4 Preemption is not helpful for scheduling.
13m         Warning   FailedScheduling         pod/grid-dashboard-66cb797c94-kkksl      0/5 nodes are available: 1 Insufficient cpu, 1 Too many pods, 4 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/5 nodes are available: 1 No preemption victims found for incoming pod, 4 Preemption is not helpful for scheduling.
13m         Warning   FailedScheduling         pod/load-simulator-57fc84dfdf-fv5td      0/5 nodes are available: 1 Too many pods, 4 node(s) had untolerated taint(s). no new claims to deallocate, preemption: 0/5 nodes are available: 1 No preemption victims found for incoming pod, 4 Preemption is not helpful for scheduling.
11m         Normal    EnsuringLoadBalancer     service/grid-dashboard                   Ensuring load balancer
11m         Normal    EnsuringLoadBalancer     service/ops-console                      Ensuring load balancer
11m         Normal    EnsuredLoadBalancer      service/grid-dashboard                   Ensured load balancer
11m         Normal    EnsuredLoadBalancer      service/ops-console                      Ensured load balancer
6m59s       Normal    TriggeredScaleUp         pod/load-simulator-57fc84dfdf-fv5td      pod triggered scale-up: [{<REDACTED_NODE> 1->4 (max: 10)}]
6m59s       Normal    TriggeredScaleUp         pod/asset-service-c744d6667-r58f9        pod triggered scale-up: [{<REDACTED_NODE> 1->4 (max: 10)}]
6m59s       Normal    TriggeredScaleUp         pod/asset-service-c744d6667-9qkj7        pod triggered scale-up: [{<REDACTED_NODE> 1->4 (max: 10)}]
6m59s       Normal    TriggeredScaleUp         pod/mongodb-d948b8585-8hh27              pod triggered scale-up: [{<REDACTED_NODE> 1->4 (max: 10)}]
6m59s       Normal    TriggeredScaleUp         pod/grid-dashboard-66cb797c94-kkksl      pod triggered scale-up: [{<REDACTED_NODE> 1->4 (max: 10)}]
6m59s       Normal    TriggeredScaleUp         pod/meter-service-5b8f45f67f-plx9h       pod triggered scale-up: [{<REDACTED_NODE> 1->4 (max: 10)}]
6m59s       Normal    TriggeredScaleUp         pod/ops-console-558566cf95-nsqsc         pod triggered scale-up: [{<REDACTED_NODE> 1->4 (max: 10)}]
6m59s       Normal    TriggeredScaleUp         pod/dispatch-service-5589cf949c-ttm4k    pod triggered scale-up: [{<REDACTED_NODE> 1->4 (max: 10)}]
6m59s       Normal    TriggeredScaleUp         pod/grid-dashboard-66cb797c94-54qr6      pod triggered scale-up: [{<REDACTED_NODE> 1->4 (max: 10)}]
6m59s       Normal    TriggeredScaleUp         pod/rabbitmq-79d58d7457-jfjnj            pod triggered scale-up: [{<REDACTED_NODE> 1->4 (max: 10)}]
6m59s       Normal    TriggeredScaleUp         pod/dispatch-service-5589cf949c-bv2h5    pod triggered scale-up: [{<REDACTED_NODE> 1->4 (max: 10)}]
6m59s       Normal    TriggeredScaleUp         pod/meter-service-5b8f45f67f-r84s4       pod triggered scale-up: [{<REDACTED_NODE> 1->4 (max: 10)}]
5m29s       Normal    SuccessfulCreate         replicaset/dispatch-service-5589cf949c   Created pod: dispatch-service-5589cf949c-7f87d
5m29s       Normal    SuccessfulCreate         replicaset/asset-service-c744d6667       Created pod: asset-service-c744d6667-j8sjr
5m28s       Normal    SuccessfulCreate         replicaset/dispatch-service-5589cf949c   Created pod: dispatch-service-5589cf949c-nm6l9
5m26s       Normal    TaintManagerEviction     pod/dispatch-service-5589cf949c-bv2h5    Cancelling deletion of Pod energy/dispatch-service-5589cf949c-bv2h5
5m26s       Normal    TaintManagerEviction     pod/asset-service-c744d6667-9qkj7        Cancelling deletion of Pod energy/asset-service-c744d6667-9qkj7
5m26s       Normal    TaintManagerEviction     pod/load-simulator-57fc84dfdf-fv5td      Cancelling deletion of Pod energy/load-simulator-57fc84dfdf-fv5td
5m26s       Normal    TaintManagerEviction     pod/meter-service-5b8f45f67f-r84s4       Cancelling deletion of Pod energy/meter-service-5b8f45f67f-r84s4
5m26s       Normal    TaintManagerEviction     pod/grid-dashboard-66cb797c94-kkksl      Cancelling deletion of Pod energy/grid-dashboard-66cb797c94-kkksl
5m26s       Normal    TaintManagerEviction     pod/dispatch-service-5589cf949c-7f87d    Cancelling deletion of Pod energy/dispatch-service-5589cf949c-7f87d
5m26s       Normal    TaintManagerEviction     pod/mongodb-d948b8585-8hh27              Cancelling deletion of Pod energy/mongodb-d948b8585-8hh27
5m26s       Normal    TaintManagerEviction     pod/ops-console-558566cf95-nsqsc         Cancelling deletion of Pod energy/ops-console-558566cf95-nsqsc
5m26s       Normal    TaintManagerEviction     pod/dispatch-service-5589cf949c-ttm4k    Cancelling deletion of Pod energy/dispatch-service-5589cf949c-ttm4k
5m26s       Normal    TaintManagerEviction     pod/grid-dashboard-66cb797c94-54qr6      Cancelling deletion of Pod energy/grid-dashboard-66cb797c94-54qr6
5m26s       Normal    TaintManagerEviction     pod/meter-service-5b8f45f67f-plx9h       Cancelling deletion of Pod energy/meter-service-5b8f45f67f-plx9h
5m26s       Normal    TaintManagerEviction     pod/asset-service-c744d6667-r58f9        Cancelling deletion of Pod energy/asset-service-c744d6667-r58f9
5m24s       Normal    Pulling                  pod/asset-service-c744d6667-9qkj7        Pulling image "ghcr.io/azure-samples/aks-store-demo/product-service:latest"
5m24s       Normal    Pulling                  pod/meter-service-5b8f45f67f-plx9h       Pulling image "ghcr.io/azure-samples/aks-store-demo/order-service:latest"
5m23s       Normal    Pulling                  pod/dispatch-service-5589cf949c-ttm4k    Pulling image "ghcr.io/azure-samples/aks-store-demo/makeline-service:latest"
5m23s       Normal    Pulling                  pod/asset-service-c744d6667-r58f9        Pulling image "ghcr.io/azure-samples/aks-store-demo/product-service:latest"
5m20s       Normal    Pulling                  pod/ops-console-558566cf95-nsqsc         Pulling image "nginx:alpine"
5m20s       Normal    Pulling                  pod/grid-dashboard-66cb797c94-54qr6      Pulling image "nginx:alpine"
5m18s       Normal    Pulling                  pod/dispatch-service-5589cf949c-bv2h5    Pulling image "ghcr.io/azure-samples/aks-store-demo/makeline-service:latest"
5m17s       Normal    SuccessfulAttachVolume   pod/mongodb-d948b8585-8hh27              AttachVolume.Attach succeeded for volume "pvc-<REDACTED_UUID>"
5m17s       Normal    Pulling                  pod/grid-dashboard-66cb797c94-kkksl      Pulling image "nginx:alpine"
5m17s       Normal    Pulling                  pod/meter-service-5b8f45f67f-r84s4       Pulling image "ghcr.io/azure-samples/aks-store-demo/order-service:latest"
5m17s       Normal    Pulling                  pod/load-simulator-57fc84dfdf-fv5td      Pulling image "ghcr.io/azure-samples/aks-store-demo/virtual-customer:latest"
5m11s       Normal    Pulled                   pod/dispatch-service-5589cf949c-ttm4k    Successfully pulled image "ghcr.io/azure-samples/aks-store-demo/makeline-service:latest" in 11.983s (11.983s including waiting). Image size: 14820165 bytes.
5m11s       Normal    Pulling                  pod/mongodb-d948b8585-8hh27              Pulling image "mongo:4.4"
5m11s       Normal    Pulled                   pod/dispatch-service-5589cf949c-bv2h5    Successfully pulled image "ghcr.io/azure-samples/aks-store-demo/makeline-service:latest" in 6.895s (6.895s including waiting). Image size: 14820165 bytes.
5m11s       Normal    Pulled                   pod/dispatch-service-5589cf949c-7f87d    Successfully pulled image "ghcr.io/azure-samples/aks-store-demo/makeline-service:latest" in 6.013s (6.013s including waiting). Image size: 14820165 bytes.
5m11s       Normal    Created                  pod/dispatch-service-5589cf949c-ttm4k    Created container: dispatch-service
5m10s       Normal    Killing                  pod/dispatch-service-5589cf949c-ttm4k    Stopping container dispatch-service
5m10s       Normal    Started                  pod/dispatch-service-5589cf949c-bv2h5    Started container dispatch-service
5m10s       Normal    Started                  pod/dispatch-service-5589cf949c-ttm4k    Started container dispatch-service
5m10s       Normal    Created                  pod/dispatch-service-5589cf949c-bv2h5    Created container: dispatch-service
5m9s        Normal    Killing                  pod/dispatch-service-5589cf949c-bv2h5    Stopping container dispatch-service
5m          Normal    UpdatedLoadBalancer      service/grid-dashboard                   Updated load balancer with new hosts
5m          Normal    UpdatedLoadBalancer      service/ops-console                      Updated load balancer with new hosts
4m58s       Normal    Pulling                  pod/dispatch-service-5589cf949c-nm6l9    Pulling image "ghcr.io/azure-samples/aks-store-demo/makeline-service:latest"
4m58s       Normal    Pulling                  pod/rabbitmq-79d58d7457-jfjnj            Pulling image "rabbitmq:3.11-management-alpine"
4m57s       Normal    Pulling                  pod/asset-service-c744d6667-j8sjr        Pulling image "ghcr.io/azure-samples/aks-store-demo/product-service:latest"
4m54s       Warning   Unhealthy                pod/dispatch-service-5589cf949c-bv2h5    Readiness probe failed: Get "http://<REDACTED_IP>:3001/health": dial tcp <REDACTED_IP>:3001: connect: connection refused
4m50s       Normal    Pulled                   pod/ops-console-558566cf95-nsqsc         Successfully pulled image "nginx:alpine" in 30.487s (30.487s including waiting). Image size: 26013346 bytes.
4m50s       Warning   Unhealthy                pod/dispatch-service-5589cf949c-ttm4k    Readiness probe failed: Get "http://<REDACTED_IP>:3001/health": dial tcp <REDACTED_IP>:3001: connect: connection refused
4m46s       Normal    Pulled                   pod/grid-dashboard-66cb797c94-54qr6      Successfully pulled image "nginx:alpine" in 33.48s (33.48s including waiting). Image size: 26013346 bytes.
4m46s       Normal    Pulled                   pod/grid-dashboard-66cb797c94-kkksl      Successfully pulled image "nginx:alpine" in 31.68s (31.68s including waiting). Image size: 26013346 bytes.
4m46s       Normal    Pulled                   pod/asset-service-c744d6667-9qkj7        Successfully pulled image "ghcr.io/azure-samples/aks-store-demo/product-service:latest" in 37.889s (37.889s including waiting). Image size: 43712575 bytes.
4m45s       Normal    Started                  pod/ops-console-558566cf95-nsqsc         Started container ops-console
4m45s       Normal    Created                  pod/ops-console-558566cf95-nsqsc         Created container: ops-console
4m43s       Normal    Created                  pod/grid-dashboard-66cb797c94-54qr6      Created container: grid-dashboard
4m43s       Normal    Pulled                   pod/asset-service-c744d6667-r58f9        Successfully pulled image "ghcr.io/azure-samples/aks-store-demo/product-service:latest" in 39.572s (39.572s including waiting). Image size: 43712575 bytes.
4m42s       Normal    Started                  pod/asset-service-c744d6667-r58f9        Started container asset-service
4m42s       Normal    Started                  pod/grid-dashboard-66cb797c94-54qr6      Started container grid-dashboard
4m42s       Normal    Started                  pod/asset-service-c744d6667-9qkj7        Started container asset-service
4m42s       Normal    Created                  pod/asset-service-c744d6667-9qkj7        Created container: asset-service
4m42s       Normal    Created                  pod/asset-service-c744d6667-r58f9        Created container: asset-service
4m42s       Normal    Pulled                   pod/load-simulator-57fc84dfdf-fv5td      Successfully pulled image "ghcr.io/azure-samples/aks-store-demo/virtual-customer:latest" in 35.22s (35.22s including waiting). Image size: 35278630 bytes.
4m42s       Normal    Started                  pod/grid-dashboard-66cb797c94-kkksl      Started container grid-dashboard
4m42s       Normal    Created                  pod/grid-dashboard-66cb797c94-kkksl      Created container: grid-dashboard
4m41s       Normal    Created                  pod/load-simulator-57fc84dfdf-fv5td      Created container: load-simulator
4m41s       Normal    Killing                  pod/asset-service-c744d6667-r58f9        Stopping container asset-service
4m40s       Normal    Started                  pod/load-simulator-57fc84dfdf-fv5td      Started container load-simulator
4m36s       Normal    Pulled                   pod/dispatch-service-5589cf949c-nm6l9    Successfully pulled image "ghcr.io/azure-samples/aks-store-demo/makeline-service:latest" in 22.162s (22.162s including waiting). Image size: 14820165 bytes.
4m35s       Normal    Killing                  pod/dispatch-service-5589cf949c-7f87d    Container dispatch-service failed liveness probe, will be restarted
4m35s       Warning   Unhealthy                pod/dispatch-service-5589cf949c-7f87d    Liveness probe failed: Get "http://<REDACTED_IP>:3001/health": dial tcp <REDACTED_IP>:3001: connect: connection refused
4m34s       Normal    Pulled                   pod/meter-service-5b8f45f67f-r84s4       Successfully pulled image "ghcr.io/azure-samples/aks-store-demo/order-service:latest" in 42.974s (42.974s including waiting). Image size: 75025121 bytes.
4m34s       Normal    Started                  pod/dispatch-service-5589cf949c-nm6l9    Started container dispatch-service
4m34s       Normal    Created                  pod/dispatch-service-5589cf949c-nm6l9    Created container: dispatch-service
4m34s       Normal    Pulled                   pod/meter-service-5b8f45f67f-plx9h       Successfully pulled image "ghcr.io/azure-samples/aks-store-demo/order-service:latest" in 49.449s (49.449s including waiting). Image size: 75025121 bytes.
4m29s       Normal    Pulled                   pod/asset-service-c744d6667-j8sjr        Successfully pulled image "ghcr.io/azure-samples/aks-store-demo/product-service:latest" in 27.327s (27.327s including waiting). Image size: 43712575 bytes.
4m29s       Normal    Created                  pod/asset-service-c744d6667-j8sjr        Created container: asset-service
4m28s       Normal    Started                  pod/asset-service-c744d6667-j8sjr        Started container asset-service
4m27s       Normal    Created                  pod/meter-service-5b8f45f67f-r84s4       Created container: meter-service
4m27s       Normal    Created                  pod/meter-service-5b8f45f67f-plx9h       Created container: meter-service
4m22s       Normal    Pulled                   pod/rabbitmq-79d58d7457-jfjnj            Successfully pulled image "rabbitmq:3.11-management-alpine" in 36.912s (36.912s including waiting). Image size: 86219699 bytes.
4m22s       Normal    Started                  pod/meter-service-5b8f45f67f-plx9h       Started container meter-service
4m22s       Normal    Started                  pod/meter-service-5b8f45f67f-r84s4       Started container meter-service
4m22s       Normal    Pulling                  pod/dispatch-service-5589cf949c-7f87d    Pulling image "ghcr.io/azure-samples/aks-store-demo/makeline-service:latest"
4m21s       Warning   Unhealthy                pod/dispatch-service-5589cf949c-nm6l9    Liveness probe failed: Get "http://<REDACTED_IP>:3001/health": dial tcp <REDACTED_IP>:3001: connect: connection refused
4m21s       Normal    Created                  pod/rabbitmq-79d58d7457-jfjnj            Created container: rabbitmq
4m21s       Normal    Started                  pod/rabbitmq-79d58d7457-jfjnj            Started container rabbitmq
4m20s       Normal    Pulled                   pod/mongodb-d948b8585-8hh27              Successfully pulled image "mongo:4.4" in 51.189s (51.19s including waiting). Image size: 166163173 bytes.
4m16s       Warning   Unhealthy                pod/asset-service-c744d6667-r58f9        Readiness probe failed: Get "http://<REDACTED_IP>:3002/health": dial tcp <REDACTED_IP>:3002: connect: connection refused
4m15s       Normal    Created                  pod/mongodb-d948b8585-8hh27              Created container: mongodb
4m15s       Warning   Unhealthy                pod/dispatch-service-5589cf949c-7f87d    Readiness probe failed: Get "http://<REDACTED_IP>:3001/health": dial tcp <REDACTED_IP>:3001: connect: connection refused
4m14s       Normal    Pulled                   pod/dispatch-service-5589cf949c-7f87d    Successfully pulled image "ghcr.io/azure-samples/aks-store-demo/makeline-service:latest" in 7.904s (7.904s including waiting). Image size: 14820165 bytes.
4m14s       Normal    Started                  pod/mongodb-d948b8585-8hh27              Started container mongodb
4m13s       Normal    Created                  pod/dispatch-service-5589cf949c-7f87d    Created container: dispatch-service
4m13s       Normal    Started                  pod/dispatch-service-5589cf949c-7f87d    Started container dispatch-service
4m11s       Warning   Unhealthy                pod/dispatch-service-5589cf949c-nm6l9    Readiness probe failed: Get "http://<REDACTED_IP>:3001/health": dial tcp <REDACTED_IP>:3001: connect: connection refused
1s          Normal    Killing                  pod/meter-service-5b8f45f67f-plx9h       Stopping container meter-service
1s          Normal    Killing                  pod/meter-service-5b8f45f67f-r84s4       Stopping container meter-service
1s          Normal    SuccessfulDelete         replicaset/meter-service-5b8f45f67f      Deleted pod: meter-service-5b8f45f67f-plx9h
1s          Normal    SuccessfulDelete         replicaset/meter-service-5b8f45f67f      Deleted pod: meter-service-5b8f45f67f-r84s4
1s          Normal    ScalingReplicaSet        deployment/meter-service                 Scaled down replica set meter-service-5b8f45f67f from 2 to 0
